timestamp,soft_xray_flux
2026-06-16 09:37:00+00:00,5.030194643040886e-07
2026-06-16 09:38:00+00:00,5.048271418672812e-07
2026-06-16 09:39:00+00:00,5.055955512034416e-07
2026-06-16 09:40:00+00:00,5.070237421023194e-07
2026-06-16 09:41:00+00:00,5.088174361844722e-07
2026-06-16 09:42:00+00:00,5.066426069788577e-07
2026-06-16 09:43:00+00:00,5.067261099611642e-07
2026-06-16 09:44:00+00:00,5.045286570748431e-07
2026-06-16 09:45:00+00:00,5.026064968660648e-07
2026-06-16 09:46:00+00:00,5.006626793147007e-07
2026-06-16 09:47:00+00:00,4.999546376893704e-07
2026-06-16 09:48:00+00:00,5.004797003493877e-07
2026-06-16 09:49:00+00:00,5.003153660254611e-07
2026-06-16 09:50:00+00:00,5.018449655835866e-07
2026-06-16 09:51:00+00:00,4.977090952706931e-07
2026-06-16 09:52:00+00:00,4.992132858205878e-07
2026-06-16 09:53:00+00:00,4.980182097824581e-07
2026-06-16 09:54:00+00:00,4.984941597285797e-07
2026-06-16 09:55:00+00:00,5.012456085751182e-07
2026-06-16 09:56:00+00:00,5.183979965295293e-07
2026-06-16 09:57:00+00:00,5.565992751144222e-07
2026-06-16 09:58:00+00:00,5.753115601692116e-07
2026-06-16 09:59:00+00:00,5.659932753587782e-07
2026-06-16 10:00:00+00:00,5.564785965361807e-07
2026-06-16 10:01:00+00:00,5.504336400008469e-07
2026-06-16 10:02:00+00:00,5.524260586753371e-07
2026-06-16 10:03:00+00:00,5.599026167146803e-07
2026-06-16 10:04:00+00:00,5.821066224598326e-07
2026-06-16 10:05:00+00:00,5.824925892738975e-07
2026-06-16 10:06:00+00:00,5.62090860967146e-07
2026-06-16 10:07:00+00:00,5.450557409858447e-07
2026-06-16 10:08:00+00:00,5.339702511264477e-07
2026-06-16 10:09:00+00:00,5.28712632785755e-07
2026-06-16 10:10:00+00:00,5.255363362266507e-07
2026-06-16 10:11:00+00:00,5.232183752923447e-07
2026-06-16 10:12:00+00:00,5.220005050432519e-07
2026-06-16 10:13:00+00:00,5.194426648813533e-07
2026-06-16 10:14:00+00:00,5.183913458495226e-07
2026-06-16 10:15:00+00:00,5.226895041232638e-07
2026-06-16 10:16:00+00:00,5.268023528515187e-07
2026-06-16 10:17:00+00:00,5.291356046654982e-07
2026-06-16 10:18:00+00:00,5.312729172146646e-07
2026-06-16 10:19:00+00:00,5.331250463314063e-07
2026-06-16 10:20:00+00:00,5.331634156391374e-07
2026-06-16 10:21:00+00:00,5.348074409994297e-07
2026-06-16 10:22:00+00:00,5.373990461521316e-07
2026-06-16 10:23:00+00:00,5.38490496637678e-07
2026-06-16 10:24:00+00:00,5.394177833295544e-07
2026-06-16 10:25:00+00:00,5.403438194662158e-07
2026-06-16 10:26:00+00:00,5.418006026047806e-07
2026-06-16 10:27:00+00:00,5.401159910434217e-07
2026-06-16 10:28:00+00:00,5.389992452364822e-07
2026-06-16 10:29:00+00:00,5.394543904913007e-07
2026-06-16 10:30:00+00:00,5.371532552089775e-07
2026-06-16 10:31:00+00:00,5.377182787924539e-07
2026-06-16 10:32:00+00:00,5.387163923842309e-07
2026-06-16 10:33:00+00:00,5.417948614194756e-07
2026-06-16 10:34:00+00:00,5.468142489917227e-07
2026-06-16 10:35:00+00:00,5.446986506285612e-07
2026-06-16 10:36:00+00:00,5.44924944279046e-07
2026-06-16 10:37:00+00:00,5.435101684270194e-07
2026-06-16 10:38:00+00:00,5.436028231997625e-07
2026-06-16 10:39:00+00:00,5.422960498435714e-07
2026-06-16 10:40:00+00:00,5.413293138190056e-07
2026-06-16 10:41:00+00:00,5.386129373619042e-07
2026-06-16 10:42:00+00:00,5.473559667734662e-07
2026-06-16 10:43:00+00:00,5.601983730230131e-07
2026-06-16 10:44:00+00:00,5.842821906298923e-07
2026-06-16 10:45:00+00:00,5.936126967753808e-07
2026-06-16 10:46:00+00:00,5.86583951189823e-07
2026-06-16 10:47:00+00:00,5.759895884693833e-07
2026-06-16 10:48:00+00:00,5.668547373716137e-07
2026-06-16 10:49:00+00:00,5.58263081984478e-07
2026-06-16 10:50:00+00:00,5.523137360796682e-07
2026-06-16 10:51:00+00:00,5.480763434206892e-07
2026-06-16 10:52:00+00:00,5.445242550194962e-07
2026-06-16 10:53:00+00:00,5.398127882472181e-07
2026-06-16 10:54:00+00:00,5.401986982178641e-07
2026-06-16 10:55:00+00:00,5.409940513345646e-07
2026-06-16 10:56:00+00:00,5.445854753816093e-07
2026-06-16 10:57:00+00:00,5.522707624550094e-07
2026-06-16 10:58:00+00:00,5.604778721135517e-07
2026-06-16 10:59:00+00:00,5.682242658622272e-07
2026-06-16 11:00:00+00:00,5.719884939026088e-07
2026-06-16 11:01:00+00:00,5.726749918721907e-07
2026-06-16 11:02:00+00:00,5.83059602377034e-07
2026-06-16 11:03:00+00:00,5.882758955522149e-07
2026-06-16 11:04:00+00:00,5.934207933933067e-07
2026-06-16 11:05:00+00:00,5.954888138148817e-07
2026-06-16 11:06:00+00:00,5.900247401768866e-07
2026-06-16 11:07:00+00:00,5.858087206433993e-07
2026-06-16 11:08:00+00:00,5.804980105494906e-07
2026-06-16 11:09:00+00:00,5.732998715757276e-07
2026-06-16 11:10:00+00:00,5.665980893354572e-07
2026-06-16 11:11:00+00:00,5.632044235426292e-07
2026-06-16 11:12:00+00:00,5.616500970972993e-07
2026-06-16 11:13:00+00:00,5.569029326579766e-07
2026-06-16 11:14:00+00:00,5.509177753992844e-07
2026-06-16 11:15:00+00:00,5.491316414918401e-07
2026-06-16 11:16:00+00:00,5.440407448986662e-07
2026-06-16 11:17:00+00:00,5.386137900131871e-07
2026-06-16 11:18:00+00:00,5.360880663829448e-07
2026-06-16 11:19:00+00:00,5.300443035594071e-07
2026-06-16 11:20:00+00:00,5.277560717331653e-07
2026-06-16 11:21:00+00:00,5.326267569216725e-07
2026-06-16 11:22:00+00:00,5.644196221510356e-07
2026-06-16 11:23:00+00:00,5.886236067453865e-07
2026-06-16 11:24:00+00:00,5.664293212248595e-07
2026-06-16 11:25:00+00:00,5.457130782815511e-07
2026-06-16 11:26:00+00:00,5.236645392869832e-07
2026-06-16 11:27:00+00:00,5.124765607433801e-07
2026-06-16 11:28:00+00:00,5.086706096335547e-07
2026-06-16 11:29:00+00:00,5.07443701280863e-07
2026-06-16 11:30:00+00:00,5.050906679571199e-07
2026-06-16 11:31:00+00:00,5.055183578406286e-07
2026-06-16 11:32:00+00:00,5.029406224821287e-07
2026-06-16 11:33:00+00:00,5.029123713029549e-07
2026-06-16 11:34:00+00:00,5.021201445742918e-07
2026-06-16 11:35:00+00:00,5.016390787204728e-07
2026-06-16 11:36:00+00:00,5.021561833018495e-07
2026-06-16 11:37:00+00:00,5.022603772886214e-07
2026-06-16 11:38:00+00:00,5.057677867625898e-07
2026-06-16 11:39:00+00:00,5.080684104541433e-07
2026-06-16 11:40:00+00:00,5.130745535097958e-07
2026-06-16 11:41:00+00:00,5.183631515137677e-07
2026-06-16 11:42:00+00:00,5.272445378068369e-07
2026-06-16 11:43:00+00:00,5.378244054554671e-07
2026-06-16 11:44:00+00:00,5.452718028209347e-07
2026-06-16 11:45:00+00:00,5.618189788947348e-07
2026-06-16 11:46:00+00:00,5.849930744261655e-07
2026-06-16 11:47:00+00:00,6.028333245922113e-07
2026-06-16 11:48:00+00:00,6.291651857281977e-07
2026-06-16 11:49:00+00:00,6.510725825137342e-07
2026-06-16 11:50:00+00:00,6.696305376863165e-07
2026-06-16 11:51:00+00:00,6.847213853689027e-07
2026-06-16 11:52:00+00:00,6.999520678618865e-07
2026-06-16 11:53:00+00:00,7.032695634734409e-07
2026-06-16 11:54:00+00:00,6.998353114795464e-07
2026-06-16 11:55:00+00:00,6.909506282681832e-07
2026-06-16 11:56:00+00:00,6.773839231755119e-07
2026-06-16 11:57:00+00:00,6.624115940212505e-07
2026-06-16 11:58:00+00:00,6.478916247942834e-07
2026-06-16 11:59:00+00:00,6.426562322303653e-07
2026-06-16 12:00:00+00:00,6.418647444661474e-07
2026-06-16 12:01:00+00:00,6.568710659848875e-07
2026-06-16 12:02:00+00:00,6.442489848268451e-07
2026-06-16 12:03:00+00:00,5.908050297875889e-07
2026-06-16 12:04:00+00:00,5.741304676121217e-07
2026-06-16 12:05:00+00:00,5.735391823691316e-07
2026-06-16 12:06:00+00:00,5.719756472899462e-07
2026-06-16 12:07:00+00:00,5.651700121234171e-07
2026-06-16 12:08:00+00:00,5.578668265115994e-07
2026-06-16 12:09:00+00:00,5.46673220469529e-07
2026-06-16 12:10:00+00:00,5.39835696145019e-07
2026-06-16 12:11:00+00:00,5.353630285753752e-07
2026-06-16 12:12:00+00:00,5.310093911248259e-07
2026-06-16 12:13:00+00:00,5.27263694038993e-07
2026-06-16 12:14:00+00:00,5.238414928498969e-07
2026-06-16 12:15:00+00:00,5.190258889342658e-07
2026-06-16 12:16:00+00:00,5.170301164980629e-07
2026-06-16 12:17:00+00:00,5.23523340234533e-07
2026-06-16 12:18:00+00:00,5.454367624224687e-07
2026-06-16 12:19:00+00:00,5.63135074571619e-07
2026-06-16 12:20:00+00:00,5.550510309149104e-07
2026-06-16 12:21:00+00:00,5.472439283948916e-07
2026-06-16 12:22:00+00:00,5.422356252893223e-07
2026-06-16 12:23:00+00:00,5.41740803328139e-07
2026-06-16 12:24:00+00:00,5.488483907356567e-07
2026-06-16 12:25:00+00:00,5.542847816286667e-07
2026-06-16 12:26:00+00:00,5.46190108252631e-07
2026-06-16 12:27:00+00:00,5.417848001343373e-07
2026-06-16 12:28:00+00:00,5.362076080928091e-07
2026-06-16 12:29:00+00:00,5.341055384633364e-07
2026-06-16 12:30:00+00:00,5.316186388881761e-07
2026-06-16 12:31:00+00:00,5.365841388993431e-07
2026-06-16 12:32:00+00:00,5.450998514788807e-07
2026-06-16 12:33:00+00:00,5.529329882847378e-07
2026-06-16 12:34:00+00:00,5.46863930139807e-07
2026-06-16 12:35:00+00:00,5.450909839055385e-07
2026-06-16 12:36:00+00:00,5.435844627754705e-07
2026-06-16 12:37:00+00:00,5.377552270147135e-07
2026-06-16 12:38:00+00:00,5.341488531485084e-07
2026-06-16 12:39:00+00:00,5.305531090016302e-07
2026-06-16 12:40:00+00:00,5.297515031088551e-07
2026-06-16 12:41:00+00:00,5.312511461852409e-07
2026-06-16 12:42:00+00:00,5.315129669725138e-07
2026-06-16 12:43:00+00:00,5.277567538541916e-07
2026-06-16 12:44:00+00:00,5.253489803180855e-07
2026-06-16 12:45:00+00:00,5.237484970166406e-07
2026-06-16 12:46:00+00:00,5.210650328990596e-07
2026-06-16 12:47:00+00:00,5.197659902478335e-07
2026-06-16 12:48:00+00:00,5.169760015633074e-07
2026-06-16 12:49:00+00:00,5.170813892618753e-07
2026-06-16 12:50:00+00:00,5.14721079980518e-07
2026-06-16 12:51:00+00:00,5.150589572622266e-07
2026-06-16 12:52:00+00:00,5.159907914276118e-07
2026-06-16 12:53:00+00:00,5.169031283003278e-07
2026-06-16 12:54:00+00:00,5.137180210113002e-07
2026-06-16 12:55:00+00:00,5.166708660908625e-07
2026-06-16 12:56:00+00:00,5.116421561979223e-07
2026-06-16 12:57:00+00:00,5.139526138009387e-07
2026-06-16 12:58:00+00:00,5.119626962368784e-07
2026-06-16 12:59:00+00:00,5.13135319124558e-07
2026-06-16 13:00:00+00:00,5.129555233907013e-07
2026-06-16 13:01:00+00:00,5.132601472723763e-07
2026-06-16 13:02:00+00:00,5.12982580858079e-07
2026-06-16 13:03:00+00:00,5.126741484673403e-07
2026-06-16 13:04:00+00:00,5.132312708155951e-07
2026-06-16 13:05:00+00:00,5.136435561325925e-07
2026-06-16 13:06:00+00:00,5.187367264625209e-07
2026-06-16 13:07:00+00:00,5.160337650522706e-07
2026-06-16 13:08:00+00:00,5.15623980845703e-07
2026-06-16 13:09:00+00:00,5.135441938364238e-07
2026-06-16 13:10:00+00:00,5.110427423460351e-07
2026-06-16 13:11:00+00:00,5.191097898205044e-07
2026-06-16 13:12:00+00:00,5.353374490368878e-07
2026-06-16 13:13:00+00:00,5.962824047855975e-07
2026-06-16 13:14:00+00:00,5.824977620250138e-07
2026-06-16 13:15:00+00:00,5.695112577086547e-07
2026-06-16 13:16:00+00:00,5.6202878795375e-07
2026-06-16 13:17:00+00:00,5.373967724153772e-07
2026-06-16 13:18:00+00:00,5.190723300074751e-07
2026-06-16 13:19:00+00:00,5.016818818148749e-07
2026-06-16 13:20:00+00:00,5.055831024947111e-07
2026-06-16 13:21:00+00:00,5.323603886608907e-07
2026-06-16 13:22:00+00:00,5.164462777429435e-07
2026-06-16 13:23:00+00:00,4.952240146849363e-07
2026-06-16 13:24:00+00:00,4.979934260518348e-07
2026-06-16 13:25:00+00:00,4.962655566487228e-07
2026-06-16 13:26:00+00:00,4.899741270492086e-07
2026-06-16 13:27:00+00:00,4.90595539304195e-07
2026-06-16 13:28:00+00:00,4.904049433207547e-07
2026-06-16 13:29:00+00:00,4.893169602837588e-07
2026-06-16 13:30:00+00:00,4.871770329373248e-07
2026-06-16 13:31:00+00:00,4.868271048508177e-07
2026-06-16 13:32:00+00:00,4.880081405644887e-07
2026-06-16 13:33:00+00:00,4.900247745354136e-07
