timestamp,soft_xray_flux
2026-06-15 04:18:00+00:00,9.982811661757296e-07
2026-06-15 04:19:00+00:00,1.0012190614361316e-06
2026-06-15 04:20:00+00:00,1.0044119562735432e-06
2026-06-15 04:21:00+00:00,1.0016547093982808e-06
2026-06-15 04:22:00+00:00,9.925149697664892e-07
2026-06-15 04:23:00+00:00,9.820779496294563e-07
2026-06-15 04:24:00+00:00,9.72233237916953e-07
2026-06-15 04:25:00+00:00,9.645798400015337e-07
2026-06-15 04:26:00+00:00,9.447419415664626e-07
2026-06-15 04:27:00+00:00,9.164396601590852e-07
2026-06-15 04:28:00+00:00,8.858929732014076e-07
2026-06-15 04:29:00+00:00,8.578877555009967e-07
2026-06-15 04:30:00+00:00,8.321329119098664e-07
2026-06-15 04:31:00+00:00,8.065322845141054e-07
2026-06-15 04:32:00+00:00,7.879389727349917e-07
2026-06-15 04:33:00+00:00,7.684624279136187e-07
2026-06-15 04:34:00+00:00,7.477672170352889e-07
2026-06-15 04:35:00+00:00,7.440821718773805e-07
2026-06-15 04:36:00+00:00,7.362123142229393e-07
2026-06-15 04:37:00+00:00,7.232135317281063e-07
2026-06-15 04:38:00+00:00,7.058509936541668e-07
2026-06-15 04:39:00+00:00,6.887523227305792e-07
2026-06-15 04:40:00+00:00,6.739269906574918e-07
2026-06-15 04:41:00+00:00,6.640781293754117e-07
2026-06-15 04:42:00+00:00,6.638423997173959e-07
2026-06-15 04:43:00+00:00,6.687785685244307e-07
2026-06-15 04:44:00+00:00,6.676197585875343e-07
2026-06-15 04:45:00+00:00,6.696374725834175e-07
2026-06-15 04:46:00+00:00,6.712051003887609e-07
2026-06-15 04:47:00+00:00,6.707920192638994e-07
2026-06-15 04:48:00+00:00,6.671424443993601e-07
2026-06-15 04:49:00+00:00,6.664211014140164e-07
2026-06-15 04:50:00+00:00,6.657877520410693e-07
2026-06-15 04:51:00+00:00,6.631798896705732e-07
2026-06-15 04:52:00+00:00,6.634148235207249e-07
2026-06-15 04:53:00+00:00,6.720119927194901e-07
2026-06-15 04:54:00+00:00,6.823761964369623e-07
2026-06-15 04:55:00+00:00,6.898509923303209e-07
2026-06-15 04:56:00+00:00,6.984697620282532e-07
2026-06-15 04:57:00+00:00,6.971663424337748e-07
2026-06-15 04:58:00+00:00,6.957860705369967e-07
2026-06-15 04:59:00+00:00,6.933116196705669e-07
2026-06-15 05:00:00+00:00,6.905731879669474e-07
2026-06-15 05:01:00+00:00,6.929054734428064e-07
2026-06-15 05:02:00+00:00,6.977866746638028e-07
2026-06-15 05:03:00+00:00,6.977472821745323e-07
2026-06-15 05:04:00+00:00,6.967561603232753e-07
2026-06-15 05:05:00+00:00,6.957384925954102e-07
2026-06-15 05:06:00+00:00,6.993857368797762e-07
2026-06-15 05:07:00+00:00,7.099550884959172e-07
2026-06-15 05:08:00+00:00,7.132080668270646e-07
2026-06-15 05:09:00+00:00,7.158538437579409e-07
2026-06-15 05:10:00+00:00,7.166188424889697e-07
2026-06-15 05:11:00+00:00,7.172661184995377e-07
2026-06-15 05:12:00+00:00,7.176793133112369e-07
2026-06-15 05:13:00+00:00,7.154456511671015e-07
2026-06-15 05:14:00+00:00,7.110915589692013e-07
2026-06-15 05:15:00+00:00,7.078969588292239e-07
2026-06-15 05:16:00+00:00,7.089630003065395e-07
2026-06-15 05:17:00+00:00,7.298673381228582e-07
2026-06-15 05:18:00+00:00,7.343498396039649e-07
2026-06-15 05:19:00+00:00,7.240237209771294e-07
2026-06-15 05:20:00+00:00,7.193496571744618e-07
2026-06-15 05:21:00+00:00,7.084524895617506e-07
2026-06-15 05:22:00+00:00,7.047912049529259e-07
2026-06-15 05:23:00+00:00,6.971296215851908e-07
2026-06-15 05:24:00+00:00,6.881256240376388e-07
2026-06-15 05:25:00+00:00,6.807384806961636e-07
2026-06-15 05:26:00+00:00,6.702069299535651e-07
2026-06-15 05:27:00+00:00,6.650517434536596e-07
